text,label,language,text_clean,label_encoded
"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ
",smishing,english,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to <PHONE>+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",1
"And you! Will expect you whenever you text! Hope all goes well tomo 
",ham,english,And you! Will expect you whenever you text! Hope all goes well tomo,0
"Are you willing to go for apps class.
",ham,english,Are you willing to go for apps class.,0
"So wat's da decision?
",ham,english,So wat's da decision?,0
"We still on for tonight?
",ham,english,We still on for tonight?,0
"Cool, I'll text you when I'm on the way
",ham,english,"Cool, I'll text you when I'm on the way",0
"Aight, sounds good. When do you want me to come down?
",ham,english,"Aight, sounds good. When do you want me to come down?",0
"Lol no. U can trust me.
",ham,english,Lol no. U can trust me.,0
"S:)but he had some luck.2 catches put down:)
",ham,english,S:)but he had some luck.2 catches put down:),0
"Cant think of anyone with * spare room off * top of my head
",ham,english,Cant think of anyone with * spare room off * top of my head,0
"But really quite funny lor wat... Then u shd haf run shorter distance wat...
",ham,english,But really quite funny lor wat... Then u shd haf run shorter distance wat...,0
"JADE ITS PAUL. Y DIDNT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME
",ham,english,JADE ITS PAUL. Y DIDNT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME,0
"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to ""DRINK"". . . But don't ""DRIVE ""
",ham,english,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to ""DRINK"". . . But don't ""DRIVE """,0
"Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you
",ham,english,Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you,0
"For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.
",ham,english,For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.,0
"Shall i get my pouch?
",ham,english,Shall i get my pouch?,0
"Must come later.. I normally bathe him in da afternoon mah..
",ham,english,Must come later.. I normally bathe him in da afternoon mah..,0
"There's no point hangin on to mr not right if he's not makin u happy
",ham,english,There's no point hangin on to mr not right if he's not makin u happy,0
"""OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX""
",ham,english,"""OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX""",0
"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you
",ham,english,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you",0
"I am in office:)whats the matter..msg me now.i will call you at break:).
",ham,english,I am in office:)whats the matter..msg me now.i will call you at break:).,0
"Cause I'm not freaky lol
",ham,english,Cause I'm not freaky lol,0
"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.
",smishing,english,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's <URL> custcare <PHONE>, 1x150p/wk.",1
"They can try! They can get lost, in fact. Tee hee
",ham,english,"They can try! They can get lost, in fact. Tee hee",0
"Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.
",ham,english,Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.,0
"5 nights...We nt staying at port step liao...Too ex
",ham,english,5 nights...We nt staying at port step liao...Too ex,0
"Havent shopping now lor i juz arrive only
",ham,english,Havent shopping now lor i juz arrive only,0
"ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG
",ham,english,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG,0
"u r a winner U ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 )
",smishing,english,u r a winner U ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),1
"NO GIFTS!! You trying to get me to throw myself off a cliff or something?
",ham,english,NO GIFTS!! You trying to get me to throw myself off a cliff or something?,0
"HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
",smishing,english,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:<URL>,1
"You getting back any time soon?
",ham,english,You getting back any time soon?,0
"This is the 2nd time we have tried to contact u. U have won the £1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm
",smishing,english,This is the 2nd time we have tried to contact u. U have won the £1450 prize to claim just call <PHONE>b4 310303. T&Cs/stop SMS <PHONE>. 140ppm,1
"Ok da, i already planned. I wil pick you.
",ham,english,"Ok da, i already planned. I wil pick you.",0
"S.s:)i thinl role is like sachin.just standing. Others have to hit.
",ham,english,S.s:)i thinl role is like sachin.just standing. Others have to hit.,0
"You tell what happen dont behave like this to me. Ok no need to say
",ham,english,You tell what happen dont behave like this to me. Ok no need to say,0
"TBS/PERSOLVO. been chasing us since Sept for£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.
",smishing,english,TBS/PERSOLVO. been chasing us since Sept for£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.,1
"Dude sux for snake. He got old and raiden got buff
",ham,english,Dude sux for snake. He got old and raiden got buff,0
"What's a feathery bowa? Is that something guys have that I don't know about?
",ham,english,What's a feathery bowa? Is that something guys have that I don't know about?,0
"Tired. I haven't slept well the past few nights.
",ham,english,Tired. I haven't slept well the past few nights.,0
"hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?
",ham,english,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,0
"Yeah I can still give you a ride
",ham,english,Yeah I can still give you a ride,0
"Please CALL 08712402578 immediately as there is an urgent message waiting for you
",smishing,english,Please CALL <PHONE>immediately as there is an urgent message waiting for you,1
"Have you seen who's back at Holby?!
",ham,english,Have you seen who's back at Holby?!,0
"Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804
",smishing,english,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804,1
"R u meeting da ge at nite tmr?
",ham,english,R u meeting da ge at nite tmr?,0
"As usual..iam fine, happy &amp; doing well..:)
",ham,english,"As usual..iam fine, happy &amp; doing well..:)",0
"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May
",ham,english,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May",0
"Shall i start from hear.
",ham,english,Shall i start from hear.,0
"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062
",smishing,english,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to <URL> Ts&Cs apply. To stop texts, txt STOP to 80062",1
"Sorry, I'll call later
",ham,english,"Sorry, I'll call later",0
"Oh :-)only 4 outside players allowed to play know
",ham,english,Oh :-)only 4 outside players allowed to play know,0
"I pocked you up there before
",ham,english,I pocked you up there before,0
"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?
",ham,english,"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?",0
"Yes just finished watching days of our lives. I love it.
",ham,english,Yes just finished watching days of our lives. I love it.,0
"Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams
",ham,english,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,0
"At 7 we will go ok na.
",ham,english,At 7 we will go ok na.,0
"Cool. Do you like swimming? I have a pool and jacuzzi at my house.
",ham,english,Cool. Do you like swimming? I have a pool and jacuzzi at my house.,0
"25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
",smishing,english,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed <PHONE>profit 2 charity.,1
"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him.
",ham,english,"The &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for &lt;#&gt; and with 3g for &lt;#&gt; . That's why i blanked him.",0
"Its ok my arm is feeling weak cuz i got a shot so we can go another time
",ham,english,Its ok my arm is feeling weak cuz i got a shot so we can go another time,0
"Early bird! Any purchases yet?
",ham,english,Early bird! Any purchases yet?,0
"Siva is in hostel aha:-.
",ham,english,Siva is in hostel aha:-.,0
"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.
",ham,english,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",0
"We are okay. Going to sleep now. Later
",ham,english,We are okay. Going to sleep now. Later,0
"Mah b, I'll pick it up tomorrow
",ham,english,"Mah b, I'll pick it up tomorrow",0
"* Will be september by then!
",ham,english,* Will be september by then!,0
"Ha ha ha good joke. Girls are situation seekers.
",ham,english,Ha ha ha good joke. Girls are situation seekers.,0
